OXY_Close_PD,OXY_Volume,VIX_Close,PD_AVGs,Label,Price,OXY_Close,
,3630352,20.04000092,,,2010-01-04,51.51716614,
-0.007220185598,3515432,19.35000038,,,2010-01-05,51.14520264,
0.01200015693,5578661,19.15999985,,,2010-01-06,51.75895309,
-0.007426280921,4300559,19.05999947,,,2010-01-07,51.37457657,
0.01025733213,4336465,18.12999916,,,2010-01-08,51.90154266,
-0.00907804815,4079384,17.54999924,,,2010-01-11,51.43037796,
-0.03375155251,7071676,18.25,,,2010-01-12,49.69452286,
-0.006611514547,7685520,17.85000038,,,2010-01-13,49.3659668,
0.007786110987,4717547,17.62999916,,,2010-01-14,49.75033569,
-0.01657346344,8252916,17.90999985,,,2010-01-15,48.92580032,
0.005575253565,5700052,17.57999992,,,2010-01-19,49.19857407,
-0.01449076464,6289785,18.68000031,,,2010-01-20,48.48564911,
-0.02812956375,7607341,22.27000046,,,2010-01-21,47.12176895,
0.001184600373,10140686,27.30999947,,,2010-01-22,47.17758942,
0.02036738431,6724621,25.40999985,,,2010-01-25,48.13847351,
-0.01274929053,9110167,24.54999924,,,2010-01-26,47.52474213,
-0.003000242569,5282229,23.13999939,,,2010-01-27,47.38215637,
0.01399941454,11850806,23.72999954,-0.007266604275,1,2010-01-28,48.04547882,1
0.01083912658,11222245,24.62000084,-0.003112219291,,2010-01-29,48.56624985,1
0.01901966256,6349280,22.59000015,0.0007630895617,,2010-02-01,49.48996353,2
0.01190018389,5384519,21.47999954,0.005276643891,,2010-02-02,50.0789032,2
-0.008046765191,3686611,21.60000038,0.008168806741,,2010-02-03,49.67593002,2
-0.04604988678,7981430,26.07999992,0.01714916899,,2010-02-04,47.38835907,2
0.003531876727,10682927,26.11000061,0.0124328592,,2010-02-05,47.55572891,2
-0.005344505079,6923878,26.51000023,0.01043119688,,2010-02-08,47.30156708,2
0.02110094806,8421798,26,0.01435799365,,2010-02-09,48.29967499,2
0.00616065907,6153885,25.39999962,0.01313000676,,2010-02-10,48.59723282,2
0.02640635135,6484240,23.95999908,0.004627275499,,2010-02-11,49.88050842,2
-0.008202892105,6458667,22.72999954,0.009889014728,,2010-02-12,49.47134399,2
0.01729359555,6079777,22.25,0.006779463398,,2010-02-16,50.32688141,2
-0.002956744125,4957302,21.71999931,-0.003393686453,,2010-02-17,50.1780777,1
0.0006176883752,4299202,20.62999916,-0.006936579135,,2010-02-18,50.20907211,1
0.006420373428,4047653,20.02000046,-0.003434834844,1,2010-02-19,50.53143311,1
-0.01840235377,5543173,19.94000053,-0.007503265439,,2010-02-22,49.6015358,1
-0.01249820711,7660365,21.37000084,-0.007908075154,,2010-02-23,48.98160553,1
0.006834377006,3818857,20.27000046,0.00432031948,,2010-02-24,49.31636429,2
-0.006537134275,5354876,20.10000038,0.007663681888,,2010-02-25,48.99397659,2
0.0103764736,4590520,19.5,0.0111209057,,2010-02-26,49.5023613,2
0.01127085239,4347320,19.26000023,0.006353094807,,2010-03-01,50.0602951,2
0.005572808547,4214970,19.05999947,0.001722182485,,2010-03-02,50.33927155,2
-0.002093870191,7052784,18.82999992,-0.01239889574,,2010-03-03,50.23386765,1
0.00271534199,4530294,18.71999931,-0.004130289971,,2010-03-04,50.37026978,1
0.00849240821,4004232,17.42000008,-0.01016553894,,2010-03-05,50.79803467,1
-0.001470592653,3621375,17.79000092,-0.003825097832,,2010-03-08,50.72333145,1
0,6393849,17.92000008,0.005628928685,,2010-03-09,50.72333145,2
0.005890281862,4511297,18.56999969,0.01326637709,,2010-03-10,51.02210617,2
-0.001341892596,4073017,18.05999947,0.009589790229,,2010-03-11,50.95363998,2
-0.0002443627556,4116751,17.57999992,0.01028946116,2,2010-03-12,50.94118881,2
-0.009530529858,3329954,18,0.008339386216,,2010-03-15,50.45569229,2
0.01616099971,5761322,17.69000053,0.004850658695,,2010-03-16,51.27110672,2
0.0101976033,7288781,16.90999985,0.0004106877439,,2010-03-17,51.79394913,2
-0.008412463792,4751783,16.62000084,-0.008239685325,,2010-03-18,51.35823441,1
0.0008483090974,7077939,16.96999931,-0.005807203534,,2010-03-19,51.40180206,1
-0.0001209676761,3924279,16.87000084,-0.003950806905,,2010-03-22,51.39558411,1
0.009082951113,7832170,16.35000038,-0.009016462291,,2010-03-23,51.86240768,1
-0.00444068697,5380553,17.54999924,-0.01004087979,,2010-03-24,51.63210297,1
-0.01735960114,7057689,18.39999962,-0.000470976723,,2010-03-25,50.73579025,1
0.002699156088,8429000,17.77000046,-0.002093220232,,2010-03-26,50.87273407,1
0.02948729235,8497054,17.59000015,-0.005760444535,,2010-03-29,52.37283325,1
0.001544806902,5316361,17.12999916,0.003423754917,,2010-03-30,52.45373917,2
0.003203826381,5715291,17.59000015,0.005880913726,,2010-03-31,52.62179184,2
0.02436756075,5674271,17.46999931,-0.003995451137,,2010-04-01,53.90405655,1
0.02090042019,4804598,17.02000046,-0.004283685373,1,2010-04-05,55.03067398,1
0.0009048963878,4484368,16.22999954,-0.0006141923664,,2010-04-06,55.08047104,1
-0.02474864109,8814153,16.62000084,0.001276907153,,2010-04-07,53.71730423,2
0.003244572785,5892107,16.47999954,0.004218764865,,2010-04-08,53.89159393,2
-0.0002308995072,4725376,16.13999939,0.001670726309,,2010-04-09,53.87915039,2
0.002656665602,5168667,15.57999992,-0.006676262928,,2010-04-12,54.02228928,1
-0.0126737628,4652311,16.20000076,-0.01286521041,,2010-04-13,53.3376236,1
0.005484783515,5141633,15.59000015,-0.01619159304,,2010-04-14,53.63016891,1
0.003598308735,5035481,15.89000034,-0.01075424659,,2010-04-15,53.82314682,1
-0.01630670017,7133781,18.36000061,-0.0116936662,,2010-04-16,52.9454689,1
-0.004349487299,4885699,17.34000015,0.002415593942,,2010-04-19,52.71518326,2
0.02243430751,5043831,15.72999954,0.003684394996,,2010-04-20,53.89781189,2
-0.008199242578,4495328,16.31999969,-0.00863400099,,2010-04-21,53.45589066,1
-0.006753660725,4756167,16.46999931,-0.02457155,,2010-04-22,53.09486771,1
0.0255570625,4830170,16.62000084,-0.01517632044,,2010-04-23,54.45181656,1
-0.0008004642216,4043269,17.46999931,-0.01749580438,1,2010-04-26,54.40822983,1
-0.03500745401,5735227,22.80999947,-0.01909247711,,2010-04-27,52.50353622,1
0.006520585953,5132656,21.07999992,-0.006165608199,,2010-04-28,52.84589005,1
0.01590112575,5680012,18.44000053,-0.002830340331,,2010-04-29,53.68619919,1
0.02794198891,10390670,22.04999924,0.001562099134,,2010-04-30,55.18629837,2
0.01500149619,6950181,20.19000053,-0.002975042263,,2010-05-03,56.01417542,1
-0.03833808461,6012871,23.84000015,0.01255371526,,2010-05-04,53.86669922,2
-0.04229240883,9211727,24.90999985,0.01145616823,,2010-05-05,51.58854675,2
-0.02968190193,12066972,32.79999924,0.01074587855,,2010-05-06,50.05730057,2
0.002362938408,12910655,40.95000076,0.005500352679,,2010-05-07,50.17558289,2
0.04403907543,8535883,28.84000015,0.0127772648,,2010-05-10,52.38526917,2
-0.01342692262,5616133,28.31999969,-0.00687853167,,2010-05-11,51.68189621,1
0.02071574765,5150922,25.52000046,-0.01462925623,,2010-05-12,52.75252533,1
-0.01569338331,4875992,26.68000031,-0.005009184272,,2010-05-13,51.92465973,1
-0.01750187963,5704227,31.23999977,0.001733487965,,2010-05-14,51.01588058,2
-0.01744740553,7276986,30.84000015,0.004978212416,2,2010-05-17,50.12578583,2
0.004966829206,8227656,33.54999924,0.01494222222,,2010-05-18,50.37475204,2
-0.01717512004,8239555,35.31999969,0.01294329773,,2010-05-19,49.50955963,2
-0.02363600052,11224646,45.79000092,0.01016035412,,2010-05-20,48.33935165,2
0.02253400465,9469226,40.09999847,0.01190994741,,2010-05-21,49.42863083,2
-0.01901482078,5909538,38.31999969,0.01181269817,,2010-05-24,48.48875427,2
0.01335036735,7879244,34.61000061,0.01811953109,,2010-05-25,49.13609695,2
-0.009627402416,6853005,35.02000046,0.02122778952,,2010-05-26,48.66304398,2
0.05436152304,6592688,29.68000031,0.005639124493,,2010-05-27,51.30844116,2
0.0009704688406,6950703,32.06999969,0.0002315614631,,2010-05-28,51.35823441,2
-0.02957242206,9831416,35.54000092,-0.01692152221,,2010-06-01,49.83944702,1
0.02223080828,7543880,30.17000008,-0.0198875705,,2010-06-02,50.94741821,1
0.01307313209,7397438,29.45999908,-0.01520790131,,2010-06-03,51.61346054,1
-0.05426942876,8711133,35.47999954,-0.003830047539,,2010-06-04,48.81242752,1
0.004080608727,6097730,36.56999969,-0.01135699514,,2010-06-07,49.01161194,1
0.0220769608,5125872,33.70000076,0.000792189346,2,2010-06-08,50.09363937,2
-0.001497592057,5995962,33.72999954,0.0007275319883,,2010-06-09,50.01861954,2
0.04401658287,5614149,30.56999969,-0.003623076065,,2010-06-10,52.22026825,1
0.01820540673,5943043,28.79000092,0.009299407028,,2010-06-11,53.17095947,2
-0.003529087313,6765641,28.57999992,0.0144548267,,2010-06-14,52.98331451,2
0.02396420313,5179522,25.87000084,0.01447664048,,2010-06-15,54.25301743,2
0.003919743796,4087421,25.92000008,-0.0006258127917,,2010-06-16,54.46567535,1
-0.005282658103,4324462,25.04999924,0.00547283386,,2010-06-17,54.17795181,2
0.004156543689,5035272,23.95000076,0.0003242090151,,2010-06-18,54.40314484,2
-0.01356684569,6672432,24.87999916,-0.00472125768,,2010-06-21,53.66506577,1
-0.02494154276,5439004,27.04999924,-0.01638180234,,2010-06-22,52.32657623,1
0.001793090638,4360159,26.90999985,0.006190290856,,2010-06-23,52.42040253,2
-0.02803991997,5420425,29.73999977,0.005729008311,,2010-06-24,50.95053864,2
0.003314820829,9883291,28.53000069,-0.006265654254,,2010-06-25,51.11943054,1
-0.01003331778,3847248,29,0.003578682609,,2010-06-28,50.60653305,2
-0.02953875485,6227680,34.13000107,0.004064751465,2,2010-06-29,49.11167908,2
-0.01744789555,6066834,34.54000092,-0.00888372256,,2010-06-30,48.25478363,1
-0.005184865224,6779210,32.86000061,-0.01814602244,,2010-07-01,48.00458908,1
-0.004951083171,3784309,30.12000084,-0.01895185101,,2010-07-02,47.76691437,1
0.008249526227,5170232,29.64999962,-0.02822430479,,2010-07-06,48.16096878,1
0.03350624537,5812884,26.84000015,-0.01779530614,,2010-07-07,49.77466202,1
0.01671274096,4626530,25.70999908,-0.01108478435,,2010-07-08,50.60653305,1
0.002471921309,4110384,24.97999954,-0.005680521565,,2010-07-09,50.73162842,1
-0.002465825981,2748676,24.43000031,0.007057722889,,2010-07-12,50.60653305,2
0.01717922368,3789841,24.55999947,0.00747954554,,2010-07-13,51.475914,2
-0.002794480137,2815060,24.88999939,0.00813999784,,2010-07-14,51.33206558,2
0.0003658484112,3831800,25.13999939,0.004132907785,,2010-07-15,51.35084534,2
-0.0331302675,5704958,26.25,0.009452266605,,2010-07-16,49.64957809,2
0.001763688214,3136020,25.96999931,0.006288300159,,2010-07-19,49.73714447,2
0.01798295084,3634423,23.93000031,0.01347149266,,2010-07-20,50.63156509,2
-0.0111184101,4756689,25.63999939,0.009374789426,2,2010-07-21,50.06862259,2
0.02585913239,4374041,24.62999916,0.01075642445,,2010-07-22,51.36335373,2
0.0002435275625,4590624,23.46999931,0.007315272261,,2010-07-23,51.37586212,2
0.009496153587,4203071,22.72999954,-0.004665043749,,2010-07-26,51.8637352,1
-0.0359382446,6075915,23.19000053,-0.01241990967,,2010-07-27,49.9998436,1
-0.01326031064,4519648,24.25,-0.01202783612,,2010-07-28,49.33683014,1
-0.01508580064,6239475,24.12999916,-0.01251897191,,2010-07-29,48.59254456,1
0.00308927981,3875117,23.5,-0.02085763041,,2010-07-30,48.74266052,1
0.02899989951,4964713,22.01000023,-0.01347400357,,2010-08-02,50.15619278,1
-0.01895468905,5761530,22.62999916,-0.01143436735,,2010-08-03,49.20549774,1
0.001525165739,5070865,22.20999908,0.005394367804,,2010-08-04,49.28054428,2
-0.01510334054,5790756,22.10000038,-0.001132930926,,2010-08-05,48.53624344,1
-0.01636572056,6631621,21.73999977,0.0008841247129,,2010-08-06,47.74191284,2
0.008122726375,4754497,22.13999939,0.01592001558,,2010-08-09,48.12970734,2
0.01117563296,6539351,22.37000084,0.01520953651,,2010-08-10,48.66758728,2
